Date,Open,High,Low,Close,Adj Close,Volume
2014-03-26,200.000000,209.449997,199.000000,207.050003,139.144669,786460
2014-03-27,205.050003,210.449997,205.050003,209.500000,140.791168,1357085
2014-03-28,208.000000,209.699997,202.100006,204.000000,137.094971,156180
2014-03-31,205.100006,210.250000,200.550003,203.399994,136.691727,70932
2014-04-01,202.100006,205.899994,200.050003,203.750000,136.926956,820777
2014-04-02,204.500000,205.699997,201.449997,203.050003,136.456543,36041
2014-04-03,201.149994,203.449997,195.000000,199.100006,133.801971,1226119
2014-04-04,200.000000,201.399994,198.500000,199.800003,134.272415,124539
2014-04-07,196.100006,202.850006,196.100006,200.250000,134.574814,56456
2014-04-09,200.000000,200.000000,195.399994,195.949997,131.685059,178135
2014-04-10,196.550003,199.800003,194.550003,195.949997,131.685059,62984
2014-04-11,196.050003,198.600006,195.050003,195.399994,131.315475,45632
2014-04-15,196.000000,197.949997,194.550003,195.600006,131.449875,102261
2014-04-16,194.149994,197.899994,194.149994,195.699997,131.517059,310889
2014-04-17,196.000000,200.000000,191.699997,195.149994,131.147461,494632
2014-04-21,195.149994,199.899994,195.149994,198.350006,133.297958,444154
2014-04-22,196.000000,200.050003,196.000000,198.949997,133.701172,205694
2014-04-23,198.949997,209.399994,197.600006,203.699997,136.893356,1995964
2014-04-24,203.699997,203.699997,203.699997,203.699997,136.893356,0
2014-04-25,210.000000,214.000000,208.600006,211.399994,142.068039,4835864
2014-04-28,211.000000,214.500000,208.050003,213.300003,143.344879,810349
2014-04-29,214.949997,216.000000,211.199997,214.949997,144.453735,2313137
2014-04-30,216.000000,218.500000,214.000000,215.649994,144.924164,1958930
2014-05-02,217.000000,222.100006,212.000000,219.300003,147.377075,894038
2014-05-05,220.000000,223.850006,202.500000,213.550003,143.512909,3167480
2014-05-06,215.000000,223.000000,214.100006,222.600006,149.594788,403713
2014-05-07,224.500000,225.350006,223.000000,224.649994,150.972473,467570
2014-05-08,224.000000,225.100006,216.149994,224.500000,150.871689,248356
2014-05-09,225.000000,225.000000,219.000000,223.750000,150.367630,166157
2014-05-12,223.000000,224.300003,221.000000,221.899994,149.124374,179672
2014-05-13,222.100006,225.100006,221.350006,223.649994,150.300430,282065
2014-05-14,220.649994,247.100006,220.649994,236.300003,158.801682,2654454
2014-05-15,238.000000,239.399994,229.000000,230.899994,155.172699,231287
2014-05-16,227.000000,236.000000,216.850006,233.149994,156.684738,431708
2014-05-19,234.000000,235.500000,232.449997,234.949997,157.894394,330224
2014-05-20,235.000000,235.000000,226.000000,233.750000,157.087982,92216
2014-05-21,233.050003,235.100006,231.000000,234.899994,157.860794,471878
2014-05-22,235.000000,240.199997,232.600006,239.050003,160.649750,524979
2014-05-23,238.000000,241.899994,230.250000,235.850006,158.499252,1057850
2014-05-26,240.000000,245.000000,236.149994,238.899994,160.548935,1024333
2014-05-27,240.050003,241.649994,229.199997,231.949997,155.878311,89596
2014-05-28,232.899994,242.000000,231.050003,239.850006,161.187393,210017
2014-05-29,239.899994,239.899994,231.350006,234.550003,157.625610,147686
2014-05-30,237.250000,237.250000,228.250000,231.500000,155.575897,281269
2014-06-02,232.449997,239.449997,230.050003,236.149994,158.700867,542231
2014-06-03,236.100006,241.000000,233.050003,234.050003,157.289612,92411
2014-06-04,233.000000,245.449997,233.000000,244.949997,164.614761,958024
2014-06-05,245.000000,246.500000,241.399994,244.899994,164.581146,620174
2014-06-06,244.000000,245.500000,240.000000,244.750000,164.480331,1891144
2014-06-09,241.100006,246.500000,240.149994,245.000000,164.648392,536589
2014-06-10,247.050003,268.000000,244.100006,259.950012,174.695297,1403755
2014-06-11,263.549988,263.549988,251.850006,259.700012,174.527252,572428
2014-06-12,259.000000,261.700012,258.500000,259.950012,174.695297,500775
2014-06-13,264.000000,264.000000,249.750000,251.350006,168.915756,453550
2014-06-16,254.800003,254.800003,244.000000,246.149994,165.421188,404220
2014-06-17,245.100006,256.000000,245.100006,252.550003,169.722229,1289332
2014-06-18,256.000000,256.000000,245.000000,246.600006,165.723587,326439
2014-06-19,244.100006,250.000000,243.050003,249.199997,167.470901,58442
2014-06-20,251.000000,251.000000,240.050003,242.500000,162.968262,146262
2014-06-23,241.100006,243.000000,234.550003,235.750000,158.432068,104132
2014-06-24,235.750000,249.899994,232.500000,247.399994,166.261230,179763
2014-06-25,248.000000,250.399994,245.949997,248.199997,166.798859,406030
2014-06-26,248.199997,261.549988,248.199997,249.949997,167.974930,898767
2014-06-27,250.000000,266.000000,249.949997,263.049988,176.778564,1141963
2014-06-30,258.600006,262.000000,250.250000,255.600006,171.771912,143398
2014-07-01,256.250000,274.899994,256.250000,259.950012,174.695297,1150182
2014-07-02,259.350006,269.000000,255.050003,264.700012,177.887451,376878
2014-07-03,265.500000,269.700012,263.100006,267.000000,179.433121,175497
2014-07-04,270.000000,271.000000,260.149994,261.000000,175.400894,222290
2014-07-07,260.250000,262.899994,252.000000,254.300003,170.898285,645769
2014-07-08,258.750000,261.399994,246.649994,253.750000,170.528671,776378
2014-07-09,253.000000,254.699997,246.199997,252.399994,169.621414,108440
2014-07-10,249.899994,258.899994,249.500000,253.949997,170.663055,249847
2014-07-11,252.149994,259.000000,252.000000,255.899994,171.973557,528060
2014-07-14,253.300003,259.500000,248.000000,254.800003,171.234283,130650
2014-07-15,254.800003,265.950012,254.800003,262.950012,176.711411,358988
2014-07-16,263.000000,265.049988,263.000000,264.149994,177.517807,128444
2014-07-17,264.100006,268.000000,258.399994,264.850006,177.988251,1088807
2014-07-18,264.000000,265.250000,261.049988,264.450012,177.719421,148864
2014-07-21,265.000000,266.799988,260.000000,261.200012,175.535339,497460
2014-07-22,258.549988,270.000000,258.549988,268.000000,180.105148,233553
2014-07-23,269.000000,270.600006,266.149994,269.350006,181.012421,602425
2014-07-24,265.049988,267.899994,260.000000,261.649994,181.846405,147054
2014-07-25,265.000000,266.950012,258.100006,260.700012,181.186142,863233
2014-07-28,258.299988,260.350006,255.300003,257.299988,178.823120,238298
2014-07-30,252.300003,267.299988,251.750000,252.550003,175.521912,1735223
2014-07-31,253.000000,259.049988,253.000000,256.000000,177.919647,808752
2014-08-01,257.899994,266.000000,254.199997,262.399994,182.367615,384331
2014-08-04,263.450012,274.899994,263.450012,267.299988,185.773117,448977
2014-08-05,267.299988,276.799988,267.299988,275.049988,191.159363,1596611
2014-08-06,276.750000,276.750000,268.049988,271.850006,188.935364,519597
2014-08-07,255.000000,255.449997,251.600006,252.850006,175.730377,1943858
2014-08-08,250.699997,261.450012,243.199997,258.899994,179.935135,2333569
2014-08-11,258.950012,267.950012,251.000000,261.049988,181.429382,1102827
2014-08-12,259.000000,270.700012,259.000000,268.000000,186.259644,2297937
2014-08-13,263.100006,270.399994,263.100006,267.950012,186.224884,2856187
2014-08-14,266.750000,268.200012,262.100006,267.600006,185.981659,1656867
2014-08-18,267.549988,271.649994,266.049988,269.350006,187.197891,1271382
2014-08-19,269.000000,272.799988,261.000000,264.700012,183.966156,2514322
2014-08-20,265.799988,266.700012,258.200012,262.049988,182.124405,1699046
2014-08-21,262.000000,270.500000,258.500000,264.750000,184.000870,10947266
2014-08-22,262.000000,267.000000,252.600006,255.149994,177.328888,418009
2014-08-25,260.000000,262.799988,253.300003,260.700012,181.186142,1236200
2014-08-26,259.000000,264.250000,252.100006,253.699997,176.321152,639500
2014-08-27,254.600006,257.600006,250.199997,254.800003,177.085648,613875
2014-08-28,254.750000,265.600006,254.199997,263.549988,183.166885,365100
2014-09-01,263.049988,270.000000,263.049988,269.049988,186.989380,622721
2014-09-02,270.000000,278.600006,267.549988,273.250000,189.908371,993185
2014-09-03,275.000000,281.600006,275.000000,279.450012,194.217361,1061336
2014-09-04,280.000000,291.399994,276.250000,285.100006,198.144119,913899
2014-09-05,289.000000,291.000000,278.000000,280.299988,194.808090,1105121
2014-09-08,280.299988,301.100006,267.799988,296.200012,205.858597,2413406
2014-09-09,302.000000,305.799988,281.250000,293.950012,204.294861,2514986
2014-09-10,291.049988,292.000000,282.100006,284.399994,197.657593,1165719
2014-09-11,284.000000,287.399994,276.299988,281.899994,195.920105,600986
2014-09-12,282.100006,286.049988,278.850006,281.850006,195.885391,3335827
2014-09-15,280.000000,299.000000,276.000000,297.149994,206.518829,1821824
2014-09-16,298.500000,306.299988,287.049988,297.649994,206.866333,1662257
2014-09-17,299.950012,314.799988,290.149994,309.700012,215.241074,1685294
2014-09-18,310.000000,322.000000,302.799988,315.850006,219.515320,2245778
2014-09-19,314.549988,319.500000,296.100006,312.600006,217.256577,2821898
2014-09-22,310.049988,310.200012,290.200012,293.950012,204.294861,2947500
2014-09-23,293.000000,296.000000,285.000000,287.299988,199.673096,640677
2014-09-24,283.100006,300.450012,281.000000,283.700012,197.171127,826989
2014-09-25,288.299988,304.799988,286.549988,300.100006,208.569077,1045878
2014-09-26,295.049988,298.750000,286.500000,291.049988,202.279343,578797
2014-09-29,292.500000,302.799988,292.000000,298.200012,207.248550,1446284
2014-09-30,293.850006,304.899994,289.000000,294.750000,204.850815,1247644
2014-10-01,295.149994,300.000000,275.250000,280.600006,195.016617,2392171
2014-10-07,282.299988,299.700012,279.500000,288.549988,200.541840,1360231
2014-10-08,287.100006,294.700012,287.049988,289.549988,201.236862,834600
2014-10-09,290.000000,295.950012,280.549988,288.200012,200.298615,1311881
2014-10-10,292.700012,295.899994,283.399994,288.000000,200.159607,541199
2014-10-13,289.700012,290.899994,285.250000,288.649994,200.611343,193401
2014-10-14,288.100006,292.700012,288.049988,290.250000,201.723343,181481
2014-10-15,290.250000,290.250000,290.250000,290.250000,201.723343,0
2014-10-16,286.200012,290.250000,281.000000,282.549988,196.371841,451090
2014-10-17,282.000000,285.600006,281.700012,283.500000,197.032104,246774
2014-10-20,285.000000,290.250000,283.399994,285.000000,198.074600,907612
2014-10-21,284.049988,292.000000,284.049988,290.500000,201.897095,840266
2014-10-22,290.049988,299.450012,290.049988,296.700012,206.206085,538457
2014-10-27,302.500000,302.500000,288.000000,290.399994,201.827621,269985
2014-10-28,294.399994,299.500000,287.399994,289.399994,201.132584,771250
2014-10-29,293.000000,293.000000,285.549988,290.049988,201.584320,909860
2014-10-30,291.799988,291.950012,288.000000,290.899994,202.175095,417904
2014-10-31,292.399994,297.350006,289.299988,294.450012,204.642365,1982625
2014-11-03,292.049988,311.799988,292.049988,302.149994,209.993851,2359026
2014-11-05,308.700012,309.750000,283.600006,291.399994,202.522629,3085730
2014-11-07,296.950012,296.950012,274.000000,278.600006,193.626602,1207547
2014-11-10,276.000000,291.049988,275.399994,287.399994,199.742599,1031229
2014-11-11,286.000000,292.899994,285.100006,290.299988,201.758118,1447414
2014-11-12,287.649994,297.450012,282.350006,290.450012,201.862320,1009582
2014-11-13,291.000000,296.850006,290.000000,294.799988,204.885574,484328
2014-11-14,295.700012,302.500000,292.600006,298.950012,207.769836,773748
2014-11-17,295.000000,303.000000,295.000000,300.100006,208.569077,278616
2014-11-18,298.000000,306.899994,295.000000,300.049988,208.534317,1538837
2014-11-19,302.899994,303.000000,296.000000,300.049988,208.534317,416012
2014-11-20,300.000000,301.200012,296.500000,300.000000,208.499603,1607160
2014-11-21,297.549988,302.149994,293.899994,299.549988,208.186813,1577808
2014-11-24,297.549988,304.149994,296.299988,299.700012,208.291092,3926342
2014-11-25,297.299988,303.850006,297.299988,299.950012,208.464859,1466167
2014-11-26,297.000000,301.950012,297.000000,299.950012,208.464859,466458
2014-11-27,297.750000,301.399994,297.750000,299.750000,208.325790,488756
2014-11-28,298.100006,303.000000,294.600006,300.149994,208.603821,1072236
2014-12-01,298.350006,301.100006,298.350006,299.600006,208.221558,326485
2014-12-02,298.399994,300.000000,278.250000,284.600006,197.796631,1444049
2014-12-03,288.450012,291.000000,280.450012,288.299988,200.368103,927138
2014-12-04,287.000000,297.700012,287.000000,295.600006,205.441574,550218
2014-12-05,294.000000,312.750000,293.500000,309.700012,215.241074,1996863
2014-12-08,311.000000,317.500000,307.750000,310.950012,216.109848,4562211
2014-12-09,308.899994,323.000000,305.549988,318.350006,221.252808,1452733
2014-12-10,320.000000,333.600006,320.000000,330.100006,229.419067,1128952
2014-12-11,331.000000,371.899994,331.000000,346.700012,240.956024,4909942
2014-12-12,350.000000,350.750000,335.200012,340.600006,236.716507,2541278
2014-12-15,336.700012,351.000000,336.399994,346.850006,241.060272,2022418
2014-12-16,348.600006,348.600006,339.250000,345.700012,240.261032,1116148
2014-12-17,347.799988,356.750000,342.000000,349.649994,243.006226,2095792
2014-12-18,359.899994,359.899994,348.799988,351.299988,244.152969,632535
2014-12-19,351.299988,355.000000,349.000000,349.950012,243.214798,1124847
2014-12-22,346.600006,349.899994,331.149994,337.549988,234.596771,665799
2014-12-23,337.549988,341.000000,331.200012,336.000000,233.519516,559387
2014-12-24,339.500000,339.500000,319.000000,332.899994,231.365036,612832
2014-12-26,333.049988,334.700012,321.350006,332.850006,231.330322,203378
2014-12-29,327.250000,333.000000,322.000000,323.899994,225.110062,256233
2014-12-30,323.049988,325.700012,323.049988,323.950012,225.144791,375835
2014-12-31,324.049988,348.700012,322.450012,336.899994,234.144958,1115608
2015-01-01,333.500000,340.500000,329.850006,339.299988,235.813004,103654
2015-01-02,335.600006,340.600006,334.950012,337.200012,234.353531,371430
2015-01-05,332.500000,347.649994,332.500000,342.399994,237.967529,662811
2015-01-06,342.000000,351.600006,338.299988,341.549988,237.376755,1267514
2015-01-07,342.000000,347.299988,341.649994,342.649994,238.141281,701097
2015-01-08,343.350006,346.000000,343.049988,344.049988,239.114258,1423694
2015-01-09,350.000000,350.000000,339.500000,343.000000,238.384521,1173328
2015-01-12,338.200012,343.850006,338.200012,342.500000,238.037033,141701
2015-01-13,347.950012,347.950012,338.899994,340.700012,236.786011,234783
2015-01-14,340.100006,342.000000,332.200012,339.200012,235.743530,853036
2015-01-15,335.350006,346.600006,335.350006,340.100006,236.369034,978890
2015-01-16,345.000000,345.000000,337.000000,340.000000,236.299545,73034
2015-01-19,335.200012,343.000000,335.200012,342.100006,237.759018,529280
2015-01-20,340.250000,361.250000,340.250000,353.799988,245.890488,1175942
2015-01-21,361.700012,375.000000,358.049988,365.299988,253.882950,2008557
2015-01-22,352.200012,364.750000,352.200012,360.700012,250.685989,1031616
2015-01-23,364.000000,373.299988,359.450012,368.500000,256.106964,1165896
2015-01-27,364.200012,368.799988,360.549988,363.649994,252.736237,769937
2015-01-28,364.850006,381.799988,362.250000,379.850006,263.995239,1655581
2015-01-29,379.850006,379.850006,368.600006,373.600006,259.651489,291433
2015-01-30,380.049988,386.950012,340.100006,361.850006,251.485214,2409411
2015-02-02,369.799988,374.750000,368.299988,370.100006,257.218964,701024
2015-02-03,367.000000,383.750000,365.250000,376.299988,261.527954,2359736
2015-02-04,382.399994,385.000000,371.000000,377.549988,262.396698,3751978
2015-02-05,377.000000,381.000000,368.200012,376.799988,261.875519,1146554
2015-02-06,379.399994,381.000000,374.799988,378.250000,262.883209,1762202
2015-02-09,382.700012,382.700012,367.549988,373.000000,259.234497,1285729
2015-02-10,373.000000,373.000000,354.399994,369.799988,257.010468,990877
2015-02-11,366.250000,369.799988,356.200012,360.950012,250.859756,1316570
2015-02-12,362.000000,368.750000,338.500000,364.100006,253.049026,5133570
2015-02-13,367.000000,367.000000,353.000000,358.850006,249.400269,1368567
2015-02-16,360.899994,373.000000,359.200012,370.250000,257.323242,1189914
2015-02-18,364.100006,369.649994,363.000000,364.450012,253.292206,299416
2015-02-19,375.700012,375.700012,366.500000,368.250000,255.933243,890896
2015-02-20,371.799988,371.799988,357.200012,361.149994,250.998718,1460682
2015-02-23,365.899994,374.000000,362.000000,367.299988,255.273026,532741
2015-02-24,363.100006,371.000000,361.500000,369.649994,256.906189,10050875
2015-02-25,369.000000,374.700012,368.049988,372.299988,258.747955,594419
2015-02-26,358.299988,371.000000,347.100006,366.500000,254.717010,26541531
2015-02-27,364.000000,377.000000,362.100006,367.649994,255.516205,2529428
2015-02-28,null,null,null,null,null,null
2015-03-02,367.850006,370.000000,358.500000,359.649994,249.956284,5874084
2015-03-03,359.000000,365.000000,355.600006,358.700012,249.296036,2287198
2015-03-04,359.100006,366.000000,358.000000,361.200012,251.033508,1417522
2015-03-05,357.649994,366.950012,357.649994,363.899994,252.909988,2582823
2015-03-09,361.000000,369.000000,361.000000,364.950012,253.639725,3572715
2015-03-10,370.049988,376.899994,366.549988,369.950012,257.114746,3702919
2015-03-11,365.250000,386.000000,365.250000,377.649994,262.466217,2125133
2015-03-12,377.250000,393.700012,377.250000,389.250000,270.528198,2822373
2015-03-13,388.049988,392.850006,384.899994,387.899994,269.589966,6885531
2015-03-16,385.200012,389.850006,375.250000,382.049988,265.524200,647451
2015-03-17,381.000000,396.450012,375.500000,383.950012,266.844727,986793
2015-03-18,387.500000,389.799988,371.399994,380.049988,264.134216,714703
2015-03-19,379.000000,387.899994,378.549988,384.750000,267.400696,1484289
2015-03-20,386.000000,389.000000,371.500000,385.350006,267.817688,2788169
2015-03-23,379.299988,386.899994,375.350006,384.450012,267.192291,758862
2015-03-24,386.000000,388.399994,382.250000,387.200012,269.103485,628989
2015-03-25,387.200012,399.350006,387.200012,391.450012,272.057251,1151186
2015-03-26,390.000000,393.850006,375.549988,377.200012,262.153473,2527566
2015-03-27,378.000000,384.899994,374.000000,377.600006,262.431519,3194270
2015-03-30,377.100006,388.899994,377.100006,385.450012,267.887238,1219396
2015-03-31,386.950012,387.950012,383.950012,385.000000,267.574432,2820740
2015-04-01,386.899994,387.600006,384.000000,384.950012,267.539703,2214370
2015-04-06,394.399994,394.399994,375.399994,379.899994,264.029968,967916
2015-04-07,380.000000,385.450012,379.850006,384.950012,267.539703,1447760
2015-04-08,388.700012,388.700012,369.950012,374.399994,260.207458,2327544
2015-04-09,375.100006,382.899994,375.100006,380.100006,264.169037,403291
2015-04-10,381.000000,381.000000,369.000000,376.549988,261.701721,2466852
2015-04-13,376.549988,386.500000,374.000000,385.250000,267.748230,1103858
2015-04-15,381.250000,386.000000,373.799988,377.149994,262.118744,9375011
2015-04-16,378.399994,384.799988,378.399994,380.750000,264.620697,2690538
2015-04-17,379.649994,381.850006,372.000000,374.899994,260.555023,2600023
2015-04-20,373.000000,379.799988,366.549988,370.149994,257.253693,1709456
2015-04-21,373.600006,374.500000,365.200012,369.100006,256.523987,931888
2015-04-22,370.950012,373.799988,355.549988,367.600006,255.481506,1798356
2015-04-23,366.399994,373.899994,364.799988,371.899994,258.470001,793727
2015-04-24,368.000000,377.000000,366.100006,373.299988,259.442993,749654
2015-04-27,375.049988,402.000000,371.649994,395.549988,274.906738,1590750
2015-04-28,390.049988,422.000000,387.100006,401.049988,278.729156,2235637
2015-04-29,404.850006,404.850006,382.500000,395.299988,274.732941,7377483
2015-04-30,398.899994,402.899994,394.500000,401.299988,278.902954,1228520
2015-05-04,405.100006,405.100006,384.250000,396.299988,275.427917,1385449
2015-05-05,398.000000,399.649994,387.000000,391.000000,271.744446,664628
2015-05-06,392.000000,398.000000,375.750000,385.899994,268.199982,1708594
2015-05-07,378.549988,388.799988,364.399994,369.450012,256.767212,2471178
2015-05-08,376.000000,393.700012,374.000000,388.200012,269.798462,1301327
2015-05-11,395.399994,395.399994,381.299988,390.149994,271.153717,2695463
2015-05-12,388.000000,391.950012,382.450012,384.500000,267.226959,2095784
2015-05-13,390.000000,405.450012,387.200012,392.149994,272.543732,5765458
2015-05-14,392.149994,405.000000,388.750000,401.149994,278.798737,6007048
2015-05-15,404.299988,415.149994,401.000000,410.000000,284.949402,3815210
2015-05-18,417.799988,419.000000,412.149994,418.000000,290.509399,3231749
2015-05-19,415.750000,441.750000,415.750000,430.200012,298.988434,3265200
2015-05-20,433.549988,473.000000,432.100006,448.700012,311.845886,6387911
2015-05-21,445.549988,447.950012,431.000000,434.100006,301.698944,2546070
2015-05-22,436.899994,438.399994,421.299988,434.049988,301.664154,1801813
2015-05-25,434.600006,459.450012,426.100006,450.700012,313.235901,2468857
2015-05-26,448.799988,490.600006,445.100006,462.000000,321.089355,6941574
2015-05-27,450.000000,455.950012,425.500000,437.850006,304.305176,3299963
2015-05-28,436.100006,451.000000,418.649994,440.750000,306.320679,5983896
2015-05-29,440.000000,487.700012,436.000000,478.850006,332.800079,49323892
2015-06-01,462.100006,474.899994,437.649994,471.450012,327.657074,7329572
2015-06-02,465.100006,474.000000,445.399994,453.799988,315.390350,2758029
2015-06-03,454.000000,454.100006,414.049988,423.950012,294.644714,2216493
2015-06-04,424.000000,441.000000,416.299988,435.200012,302.463409,1884624
2015-06-05,428.200012,450.600006,421.549988,447.100006,310.733887,3604579
2015-06-08,442.100006,452.700012,435.000000,448.049988,311.394104,943253
2015-06-09,453.299988,457.000000,441.250000,448.000000,311.359375,2181492
2015-06-10,451.799988,464.200012,433.000000,443.299988,308.092834,1762375
2015-06-11,448.549988,474.000000,447.000000,456.700012,317.405914,2065007
2015-06-12,456.000000,456.000000,436.399994,441.299988,306.702881,1097347
2015-06-15,441.700012,461.850006,435.000000,455.049988,316.259155,962829
2015-06-16,460.200012,470.799988,451.250000,461.399994,320.672363,1425010
2015-06-17,464.000000,475.000000,458.000000,473.250000,328.908081,1412704
2015-06-18,469.600006,469.600006,450.299988,455.950012,316.884644,2133088
2015-06-19,461.299988,475.000000,456.100006,466.049988,323.904083,1964630
2015-06-22,470.000000,486.899994,458.000000,482.299988,335.197845,1831179
2015-06-23,481.600006,484.600006,472.100006,480.450012,333.912079,1281923
2015-06-24,475.000000,478.450012,461.149994,463.350006,322.027588,2196658
2015-06-25,458.350006,471.750000,452.250000,458.950012,318.969604,1639161
2015-06-26,456.299988,458.899994,433.000000,435.799988,302.880371,1393353
2015-06-29,431.700012,458.450012,422.100006,449.899994,312.679840,1385228
2015-06-30,456.799988,459.950012,441.250000,447.000000,310.664368,2153742
2015-07-01,453.700012,453.700012,439.750000,440.950012,306.459686,763849
2015-07-02,448.000000,485.000000,444.100006,479.850006,333.495087,1743154
2015-07-03,474.500000,474.500000,456.049988,464.500000,322.826874,990766
2015-07-06,460.000000,460.000000,446.450012,450.149994,312.853607,1204695
2015-07-07,445.000000,458.000000,434.700012,436.549988,303.401672,2216795
2015-07-08,436.000000,453.750000,435.500000,450.299988,312.957855,1901206
2015-07-09,453.700012,453.700012,438.500000,443.200012,308.023346,2607324
2015-07-10,446.700012,446.700012,434.000000,437.549988,304.096588,1537007
2015-07-13,442.000000,444.700012,435.049988,439.049988,305.139130,469796
2015-07-14,442.850006,449.399994,436.200012,447.950012,311.324615,1068137
2015-07-15,448.000000,450.000000,442.950012,447.350006,310.907654,769237
2015-07-16,449.549988,461.950012,441.200012,453.450012,315.147125,999809
2015-07-17,459.450012,476.399994,455.350006,470.649994,327.101074,1416033
2015-07-20,470.000000,470.000000,454.500000,460.899994,320.324829,802053
2015-07-21,464.899994,464.899994,437.899994,448.750000,311.880615,1480502
2015-07-22,454.899994,463.299988,450.100006,458.200012,318.448395,707694
2015-07-23,466.299988,468.700012,445.000000,451.200012,313.583405,906640
2015-07-24,455.450012,455.450012,408.100006,419.899994,291.829956,2302847
2015-07-27,423.049988,434.149994,419.899994,426.450012,296.382141,2583515
2015-07-28,426.049988,448.350006,426.049988,434.750000,302.150665,1508760
2015-07-29,439.000000,448.549988,437.100006,443.000000,307.884430,2097171
2015-07-30,444.299988,449.000000,438.049988,443.600006,308.301361,1753496
2015-07-31,443.700012,464.000000,443.700012,447.649994,311.116150,1885259
2015-08-03,448.899994,479.799988,447.649994,474.750000,334.812134,2894315
2015-08-04,478.799988,496.700012,472.799988,480.700012,339.008362,2493858
